CompanyCode,StockShortName,Shariah,Sector,CompanyFullName,Date
7253,HANDAL,Yes,"Energy Infrastructure, Equipment & Services ",HANDAL ENERGY BERHAD,20210704
3034,HAPSENG,No,Diversified Industrials ,HAP SENG CONSOLIDATED BERHAD,20210704
2062,HARBOUR,Yes,Transportation & Logistics Services ,HARBOUR-LINK GROUP BERHAD,20210704
5008,HARISON,No,Food & Beverages ,HARRISONS HOLDINGS (MALAYSIA) BERHAD,20210704
7501,HARNLEN,Yes,Plantation ,HARN LEN CORPORATION BHD,20210704
5168,HARTA,Yes,Health Care Equipment & Services ,HARTALEGA HOLDINGS BERHAD,20210704
5187,HBGLOB,No,Food & Beverages ,HB GLOBAL LIMITED,20210704
7105,HCK,Yes,Property ,HCK CAPITAL GROUP BERHAD,20210704
3255,HEIM,No,Food & Beverages ,HEINEKEN MALAYSIA BERHAD,20210704
5121,HEKTAR,No,Real Estate Investment Trusts ,HEKTAR REAL ESTATE INVESTMENT TRUST,20210704
4324,HENGYUAN,Yes,Oil & Gas Producers ,HENGYUAN REFINING COMPANY BERHAD,20210704
5095,HEVEA,Yes,Wood & Wood Products ,HEVEABOARD BERHAD,20210704
0161,HEXIND,Yes,"Industrial Materials, Components & Equipment ",HEXTAR INDUSTRIES BERHAD,20210704
5151,HEXTAR,Yes,Chemicals ,HEXTAR GLOBAL BERHAD,20210704
3298,HEXZA,No,Chemicals ,HEXZA CORPORATION BERHAD,20210704
0175,HHGROUP,Yes,"Industrial Materials, Components & Equipment ",HENG HUAT RESOURCES GROUP BERHAD,20210704
0160,HHHCORP,Yes,Industrial Services ,HIAP HUAT HOLDINGS BERHAD,20210704
5072,HIAPTEK,Yes,Metals ,HIAP TECK VENTURE BERHAD,20210704
5199,HIBISCS,Yes,Oil & Gas Producers ,HIBISCUS PETROLEUM BERHAD,20210704
7033,HIGHTEC,Yes,Industrial Engineering ,KUMPULAN H & L HIGH-TECH BERHAD,20210704
8443,HIL,Yes,Chemicals ,HIL INDUSTRIES BERHAD,20210704
5819,HLBANK,No,Banking ,HONG LEONG BANK BERHAD,20210704
5274,HLCAP,No,Other Financials ,HONG LEONG CAPITAL BERHAD,20210704
1082,HLFG,No,Banking ,HONG LEONG FINANCIAL GROUP BERHAD,20210704
3301,HLIND,Yes,Automotive ,HONG LEONG INDUSTRIES BERHAD,20210704
0188,HLT,Yes,"Industrial Materials, Components & Equipment ",HLT GLOBAL BERHAD,20210704
5169,HOHUP,Yes,Construction ,HO HUP CONSTRUCTION COMPANY BHD,20210704
5160,HOMERIZ,Yes,Household Goods ,HOMERITZ CORPORATION BERHAD,20210704
0041,HONGSENG,Yes,Software ,HONG SENG CONSOLIDATED BERHAD,20210704
7010,HOOVER,Yes,Property ,GRAND HOOVER BERHAD,20210704
5291,HPMT,Yes,"Industrial Materials, Components & Equipment ",HPMT HOLDINGS BERHAD,20210704
0228,HPPHB,Yes,Packaging Materials ,HPP HOLDINGS BERHAD,20210704
6238,HSL,Yes,Construction ,HOCK SENG LEE BERHAD,20210704
5138,HSPLANT,Yes,Plantation ,HAP SENG PLANTATIONS HOLDINGS BERHAD,20210704
0185,HSSEB,Yes,Industrial Engineering ,HSS ENGINEERS BERHAD,20210704
5028,HTPADU,Yes,Digital Services ,HEITECH PADU BERHAD,20210704
5062,HUAYANG,Yes,Property ,HUA YANG BERHAD,20210704
7013,HUBLINE,Yes,Transportation & Logistics Services ,HUBLINE BERHAD,20210704
5000,HUMEIND,No,Building Materials ,HUME INDUSTRIES BERHAD,20210704
5024,HUPSENG,Yes,Food & Beverages ,HUP SENG INDUSTRIES BERHAD,20210704
8478,HWATAI,Yes,Food & Beverages ,HWA TAI INDUSTRIES BERHAD,20210704
9601,HWGB,Yes,"Industrial Materials, Components & Equipment ",HO WAH GENTING BERHAD,20210704
4251,IBHD,Yes,Property ,I-BERHAD,20210704
5084,IBRACO,Yes,Property ,IBRACO BERHAD,20210704
5108,ICAP,No,Closed End Fund ,ICAPITAL.BIZ BERHAD,20210704
5255,ICON,Yes,"Energy Infrastructure, Equipment & Services ",ICON OFFSHORE BERHAD,20210704
9113,ICONIC,Yes,"Travel, Leisure & Hospitality ",ICONIC WORLDWIDE BERHAD,20210704
03038,ICTZONE,No,Technology Equipment ,ICT ZONE ASIA BERHAD,20210704
03030,IDBTECH,No,Software ,IDB TECHNOLOGIES BERHAD,20210704
9687,IDEAL,Yes,Property ,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,20210704
0174,IDMENSN,No,Software ,IDIMENSION CONSOLIDATED BHD,20210704
0023,IFCAMSC,Yes,Software ,IFCA MSC BERHAD,20210704
5606,IGBB,No,Property ,IGB BERHAD,20210704
5227,IGBREIT,No,Real Estate Investment Trusts ,IGB REAL ESTATE INVESTMENT TRUST,20210704
5225,IHH,Yes,Health Care Providers ,IHH HEALTHCARE BERHAD,20210704
0401GA,IHS046000824,Yes,Islamic-gg ,IHSAN SUKUK-ETBS 4.60%0824,20210704
3336,IJM,Yes,Construction ,IJM CORPORATION BERHAD,20210704
2216,IJMPLNT,No,Plantation ,IJM PLANTATIONS BERHAD,20210704
5614,ILB,Yes,Transportation & Logistics Services ,INTEGRATED LOGISTICS BHD,20210704
7222,IMASPRO,Yes,Chemicals ,IMASPRO CORPORATION BERHAD,20210704
7243,IMPIANA,No,Food & Beverages ,IMPIANA HOTELS BERHAD,20210704
0166,INARI,Yes,Semiconductors ,INARI AMERTRON BERHAD,20210704
2607,INCKEN,Yes,Plantation ,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,20210704
0094,INIX,Yes,Software ,INIX TECHNOLOGIES HOLDINGS BERHAD,20210704
5295,INNATURE,Yes,Personal Goods ,INNATURE BERHAD,20210704
0147,INNITY,No,Media ,INNITY CORPORATION BERHAD,20210704
6262,INNO,Yes,Plantation ,INNOPRISE PLANTATIONS BERHAD,20210704
3379,INSAS,No,Other Financials ,INSAS BERHAD,20210704
0192,INTA,Yes,Construction ,INTA BINA GROUP BERHAD,20210704
1961,IOICORP,Yes,Plantation ,IOI CORPORATION BERHAD,20210704
5249,IOIPG,Yes,Property ,IOI PROPERTIES GROUP BERHAD,20210704
5673,IPMUDA,Yes,Industrial Services ,IPMUDA BERHAD,20210704
5107,IQGROUP,Yes,Household Goods ,IQ GROUP HOLDINGS BERHAD,20210704
7183,IQZAN,Yes,Packaging Materials ,IQZAN HOLDING BERHAD,20210704
8834,IREKA,Yes,Construction ,IREKA CORPORATION BERHAD,20210704
0010,IRIS,Yes,Software ,IRIS CORPORATION BERHAD,20210704
9393,ITRONIC,Yes,Technology Equipment ,INDUSTRONICS BERHAD,20210704
5175,IVORY,Yes,Property ,IVORY PROPERTIES GROUP BERHAD,20210704
1589,IWCITY,Yes,Property ,ISKANDAR WATERFRONT CITY BERHAD,20210704
7043,JADEM,Yes,Building Materials ,JADE MARVEL GROUP BERHAD,20210704
7223,JADI,Yes,Consumer Services ,JADI IMAGING HOLDINGS BERHAD,20210704
0024,JAG,Yes,Industrial Services ,JAG BERHAD,20210704
4723,JAKS,Yes,Construction ,JAKS RESOURCES BERHAD,20210704
8648,JASKITA,No,"Industrial Materials, Components & Equipment ",JASA KITA BERHAD,20210704
7152,JAYCORP,Yes,Household Goods ,JAYCORP BERHAD,20210704
0058,JCBNEXT,No,Industrial Services ,JCBNEXT BERHAD,20210704
5161,JCY,Yes,Technology Equipment ,JCY INTERNATIONAL BERHAD,20210704
8931,JERASIA,No,Personal Goods ,JERASIA CAPITAL BERHAD,20210704
9083,JETSON,Yes,Auto Parts ,KUMPULAN JETSON BERHAD,20210704
0146,JFTECH,Yes,Technology Equipment ,JF TECHNOLOGY BERHAD,20210704
0127,JHM,Yes,Semiconductors ,JHM CONSOLIDATION BERHAD,20210704
8923,JIANKUN,Yes,Property ,JIANKUN INTERNATIONAL BERHAD,20210704
03040,JISHAN,Yes,Packaging Materials ,JISHAN BERHAD,20210704
6769,JKGLAND,Yes,Property ,JKG LAND BERHAD,20210704
7096,JOE,No,Auto Parts ,JOE HOLDING BERHAD,20210704
3441,JOHAN,No,Other Financials ,JOHAN HOLDINGS BERHAD,20210704
7167,JOHOTIN,Yes,Food & Beverages ,JOHORE TIN BERHAD,20210704
4383,JTIASA,Yes,Plantation ,JAYA TIASA HOLDINGS BHD,20210704
0111,K1,Yes,Technology Equipment ,K-ONE TECHNOLOGY BERHAD,20210704
0193,KAB,Yes,Industrial Engineering ,KEJURUTERAAN ASASTERA BERHAD,20210704
8672,KAMDAR,Yes,Retailers ,KAMDAR GROUP (M) BERHAD,20210704
0170,KANGER,Yes,Household Goods ,KANGER INTERNATIONAL BERHAD,20210704
5247,KAREX,Yes,Personal Goods ,KAREX BERHAD,20210704
0054,KARYON,Yes,Chemicals ,KARYON INDUSTRIES BERHAD,20210704
7216,KAWAN,Yes,Food & Beverages ,KAWAN FOOD BERHAD,20210704
7199,KEINHIN,Yes,Metals ,KEIN HING INTERNATIONAL BERHAD,20210704
7323,KEN,Yes,Property ,KEN HOLDINGS BERHAD,20210704
6483,KENANGA,No,Other Financials ,KENANGA INVESTMENT BANK BERHAD,20210704
7161,KERJAYA,Yes,Construction ,KERJAYA PROSPEK GROUP BERHAD,20210704
9334,KESM,Yes,Semiconductors ,KESM INDUSTRIES BERHAD,20210704
0143,KEYASIC,Yes,Semiconductors ,KEY ASIC BERHAD,20210704
6491,KFIMA,Yes,Diversified Industrials ,KUMPULAN FIMA BERHAD,20210704
0151,KGB,Yes,Industrial Engineering ,KELINGTON GROUP BERHAD,20210704
0036,KGROUP,Yes,Technology Equipment ,KEY ALLIANCE GROUP BERHAD,20210704
6203,KHEESAN,No,Food & Beverages ,KHEE SAN BERHAD,20210704
7062,KHIND,Yes,Household Goods ,KHIND HOLDINGS BERHAD,20210704
0210,KHJB,Yes,Retailers ,KIM HIN JOO (MALAYSIA) BERHAD,20210704
6211,KIALIM,Yes,Building Materials ,KIA LIM BERHAD,20210704
5371,KIMHIN,Yes,Building Materials ,KIM HIN INDUSTRY BERHAD,20210704
5171,KIMLUN,Yes,Construction ,KIMLUN CORPORATION BERHAD,20210704
5280,KIPREIT,No,Real Estate Investment Trusts ,KIP REAL ESTATE INVESTMENT TRUST,20210704
9466,KKB,Yes,Industrial Engineering ,KKB ENGINEERING BERHAD,20210704
5235SS,KLCC,Yes,Real Estate Investment Trusts ,KLCC PROPERTY HOLDINGS BERHAD,20210704
0835EA,KLCI1XI,No,N/A,KENANGA KLCI DAILY (-1X) INVERSE ETF,20210704
0834EA,KLCI2XL,No,N/A,KENANGA KLCI DAILY 2X LEVERAGED ETF,20210704
2445,KLK,Yes,Plantation ,KUALA LUMPUR KEPONG BERHAD,20210704
2453,KLUANG,No,Plantation ,KLUANG RUBBER COMPANY (MALAYA) BERHAD,20210704
5027,KMLOONG,Yes,Plantation ,KIM LOONG RESOURCES BERHAD,20210704
7164,KNM,No,Other Energy Resources ,KNM GROUP BERHAD,20210704
5035,KNUSFOR,Yes,Industrial Services ,KNUSFORD BERHAD,20210704
6971,KOBAY,Yes,"Industrial Materials, Components & Equipment ",KOBAY TECHNOLOGY BERHAD,20210704
7017,KOMARK,Yes,Packaging Materials ,KOMARKCORP BERHAD,20210704
7153,KOSSAN,Yes,Health Care Equipment & Services ,KOSSAN RUBBER INDUSTRIES BERHAD,20210704
0002,KOTRA,Yes,Pharmaceuticals ,KOTRA INDUSTRIES BERHAD,20210704
5878,KPJ,Yes,Health Care Providers ,KPJ HEALTHCARE BERHAD,20210704
7130,KPOWER,Yes,Personal Goods ,KUMPULAN POWERNET BERHAD,20210704
7077,KPPROP,Yes,Property ,KERJAYA PROSPEK PROPERTY BERHAD,20210704
5843,KPS,Yes,Diversified Industrials ,KUMPULAN PERANGSANG SELANGOR BERHAD,20210704
9121,KPSCB,Yes,Wood & Wood Products ,KPS CONSORTIUM BERHAD,20210704
1996,KRETAM,Yes,Plantation ,KRETAM HOLDINGS BERHAD,20210704
0176,KRONO,Yes,Digital Services ,KRONOLOGI ASIA BERHAD,20210704
3476,KSENG,No,Diversified Industrials ,KECK SENG (MALAYSIA) BERHAD,20210704
5038,KSL,Yes,Property ,KSL HOLDINGS BERHAD,20210704
5192,KSSC,Yes,"Industrial Materials, Components & Equipment ",K.SENG SENG CORPORATION BERHAD,20210704
4847,KTB,Yes,"Travel, Leisure & Hospitality ",KONSORTIUM TRANSNASIONAL BERHAD,20210704
0180,KTC,No,Consumer Services ,KIM TECK CHEONG CONSOLIDATED BERHAD,20210704
7165,KTG,No,Building Materials ,KTG BERHAD,20210704
6874,KUB,Yes,Industrial Services ,KUB MALAYSIA BERHAD,20210704
2186,KUCHAI,No,Other Financials ,KUCHAI DEVELOPMENT BERHAD,20210704
8362,KYM,Yes,Packaging Materials ,KYM HOLDINGS BERHAD,20210704
3174,L&G,Yes,Property ,LAND & GENERAL BERHAD,20210704
7179,LAGENDA,Yes,Property ,LAGENDA PROPERTIES BERHAD,20210704
0018,LAMBO,No,Software ,LAMBO GROUP BERHAD,20210704
1643,LANDMRK,No,"Travel, Leisure & Hospitality ",LANDMARKS BERHAD,20210704
7006,LATITUD,Yes,Household Goods ,LATITUDE TREE HOLDINGS BERHAD,20210704
9385,LAYHONG,Yes,Agricultural Products ,LAY HONG BERHAD,20210704
9326,LBALUM,Yes,Metals ,LB ALUMINIUM BERHAD,20210704
8494,LBICAP,Yes,Property ,LBI CAPITAL BERHAD,20210704
5789,LBS,Yes,Property ,LBS BINA GROUP BERHAD,20210704
5284,LCTITAN,Yes,Chemicals ,LOTTE CHEMICAL TITAN HOLDING BERHAD,20210704
9628,LEBTECH,Yes,Construction ,LEBTECH BERHAD,20210704
8079,LEESK,Yes,Household Goods ,LEE SWEE KIAT GROUP BERHAD,20210704
5232,LEONFB,No,Metals ,LEON FUAT BERHAD,20210704
7170,LFECORP,Yes,Industrial Engineering ,LFE CORPORATION BERHAD,20210704
6633,LHI,No,Agricultural Products ,LEONG HUP INTERNATIONAL BERHAD,20210704
3573,LIENHOE,No,Property ,LIEN HOE CORPORATION BERHAD,20210704
7089,LIIHEN,Yes,Household Goods ,LII HEN INDUSTRIES BHD.,20210704
4235,LIONIND,Yes,Metals ,LION INDUSTRIES CORPORATION BERHAD,20210704
8486,LIONPSIM,Yes,Industrial Services ,LION POSIM BERHAD,20210704
6645,LITRAK,Yes,Transportation & Logistics Services ,LINGKARAN TRANS KOTA HOLDINGS BERHAD,20210704
0182,LKL,Yes,Health Care Equipment & Services ,LKL INTERNATIONAL BERHAD,20210704
8303,LOTUS,Yes,Food & Beverages ,LOTUS KFM BERHAD,20210704
8621,LPI,No,Insurance ,LPI CAPITAL BHD,20210704
9881,LSTEEL,Yes,Metals ,LEADER STEEL HOLDINGS BERHAD,20210704
7085,LTKM,Yes,Agricultural Products ,LTKM BERHAD,20210704
5068,LUSTER,Yes,"Industrial Materials, Components & Equipment ",LUSTER INDUSTRIES BHD.,20210704
5143,LUXCHEM,Yes,Chemicals ,LUXCHEM CORPORATION BERHAD,20210704
0075,LYC,Yes,Health Care Providers ,LYC HEALTHCARE BERHAD,20210704
9199,LYSAGHT,No,Metals ,LYSAGHT GALVANIZED STEEL BERHAD,20210704
5078,M&G,No,Transportation & Logistics Services ,MARINE & GENERAL BERHAD,20210704
0017,M3TECH,Yes,Telecommunications Equipment ,M3 TECHNOLOGIES (ASIA) BERHAD,20210704
1198,MAA,No,Insurance ,MAA GROUP BERHAD,20210704
0140,MACPIE,Yes,Consumer Services ,MACPIE BERHAD,20210704
0095,MAG,Yes,Food & Beverages ,MAG HOLDINGS BERHAD,20210704
7617,MAGNA,Yes,Property ,MAGNA PRIMA BERHAD,20210704
7087,MAGNI,Yes,Personal Goods ,MAGNI-TECH INDUSTRIES BERHAD,20210704
3859,MAGNUM,No,"Travel, Leisure & Hospitality ",MAGNUM BERHAD,20210704
8583,MAHSING,Yes,Property ,MAH SING GROUP BERHAD,20210704
5264,MALAKOF,Yes,Electricity ,MALAKOFF CORPORATION BERHAD,20210704
4936,MALPAC,No,Plantation ,MALPAC HOLDINGS BERHAD,20210704
6181,MALTON,Yes,Property ,MALTON BERHAD,20210704
1058,MANULFE,No,Insurance ,MANULIFE HOLDINGS BERHAD,20210704
3514,MARCO,No,Personal Goods ,MARCO HOLDINGS BERHAD,20210704
5098,MASTEEL,Yes,Metals ,MALAYSIA STEEL WORKS (KL) BHD,20210704
7029,MASTER,Yes,Packaging Materials ,MASTER-PACK GROUP BERHAD,20210704
0189,MATANG,No,Plantation ,MATANG BERHAD,20210704
5236,MATRIX,Yes,Property ,MATRIX CONCEPTS HOLDINGS BERHAD,20210704
4022,MAXIM,Yes,Property ,MAXIM GLOBAL BERHAD,20210704
6012,MAXIS,Yes,Telecommunications Service Providers ,MAXIS BERHAD,20210704
1155,MAYBANK,No,Banking ,MALAYAN BANKING BERHAD,20210704
5077,MAYBULK,No,Transportation & Logistics Services ,MALAYSIAN BULK CARRIERS BERHAD,20210704
5152,MBL,Yes,"Industrial Materials, Components & Equipment ",MUAR BAN LEE GROUP BERHAD,20210704
5983,MBMR,Yes,Automotive ,MBM RESOURCES BHD,20210704
1171,MBSB,No,Other Financials ,MALAYSIA BUILDING SOCIETY BERHAD,20210704
7004,MCEHLDG,Yes,Auto Parts ,MCE HOLDINGS BERHAD,20210704
3794,MCEMENT,Yes,Building Materials ,MALAYAN CEMENT BERHAD,20210704
0167,MCLEAN,Yes,Industrial Services ,MCLEAN TECHNOLOGIES BERHAD,20210704
03022,MCOM,Yes,Digital Services ,MCOM HOLDINGS BERHAD,20210704
5182,MCT,Yes,Property ,MCT BERHAD,20210704
4502,MEDIA,No,Media ,MEDIA PRIMA BERHAD,20210704
5090,MEDIAC,Yes,Media ,MEDIA CHINESE INTERNATIONAL LIMITED,20210704
0081,MEGASUN,Yes,Industrial Services ,MEGA SUN CITY HOLDINGS BERHAD,20210704
5129,MELATI,Yes,Construction ,MELATI EHSAN HOLDINGS BERHAD,20210704
3778,MELEWAR,Yes,Metals ,MELEWAR INDUSTRIAL GROUP BERHAD,20210704
1694,MENANG,Yes,Property ,MENANG CORPORATION (M) BERHAD,20210704
5223,MENTIGA,Yes,Wood & Wood Products ,MENTIGA CORPORATION BERHAD,20210704
8192,MERCURY,Yes,Construction ,MERCURY INDUSTRIES BERHAD,20210704
5040,MERIDIAN,Yes,Property ,MERIDIAN BERHAD,20210704
7234,MESB,Yes,Personal Goods ,MESB BERHAD,20210704
0207,MESTRON,Yes,Metals ,MESTRON HOLDINGS BERHAD,20210704
0825EA,METFSID,Yes,Equity Fund ,MYETF MSCI SEA ISLAMIC DIVIDEND,20210704
0827EA,METFUS50,Yes,Equity Fund ,MYETF DOW JONES U.S. TITANS 50,20210704
6149,METROD,No,Metals ,METROD HOLDINGS BERHAD,20210704
3069,MFCB,Yes,Electricity ,MEGA FIRST CORPORATION BERHAD,20210704
03015,MFGROUP,Yes,Consumer Services ,MANFORCE GROUP BERHAD,20210704
3662,MFLOUR,Yes,Food & Beverages ,MALAYAN FLOUR MILLS BERHAD,20210704
7595,MGB,Yes,Construction ,MGB BERHAD,20210704
0155,MGRC,Yes,Health Care Equipment & Services ,MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,20210704
5186,MHB,Yes,"Energy Infrastructure, Equipment & Services ",MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,20210704
5026,MHC,Yes,Plantation ,MHC PLANTATIONS BHD,20210704
03005,MHCARE,Yes,Health Care Providers ,METRO HEALTHCARE BERHAD,20210704
5286,MI,Yes,Technology Equipment ,MI TECHNOVATION BERHAD,20210704
0126,MICROLN,Yes,Digital Services ,MICROLINK SOLUTIONS BERHAD,20210704
5001,MIECO,Yes,Wood & Wood Products ,MIECO CHIPBOARD BERHAD,20210704
0112,MIKROMB,Yes,Technology Equipment ,MIKRO MSC BERHAD,20210704
7935,MILUX,Yes,Household Goods ,MILUX CORPORATION BERHAD,20210704
5166,MINDA,Yes,Consumer Services ,MINDA GLOBAL BERHAD,20210704
7219,MINETEC,Yes,Building Materials ,MINETECH RESOURCES BERHAD,20210704
5576,MINHO,Yes,Wood & Wood Products ,MINHO (M) BERHAD,20210704
3816,MISC,Yes,Transportation & Logistics Services ,MISC BERHAD,20210704
9571,MITRA,Yes,Construction ,MITRAJAYA HOLDINGS BERHAD,20210704
8141,MJPERAK,Yes,Property ,MAJUPERAK HOLDINGS BERHAD,20210704
6114,MKH,Yes,Property ,MKH BERHAD,20210704
8893,MKLAND,Yes,Property ,MK LAND HOLDINGS BERHAD,20210704
0085,MLAB,No,Technology Equipment ,MLABS SYSTEMS BERHAD,20210704
0034,MMAG,Yes,Digital Services ,MMAG HOLDINGS BERHAD,20210704
2194,MMCCORP,Yes,Transportation & Logistics Services ,MMC CORPORATION BERHAD,20210704
03027,MMIS,Yes,"Industrial Materials, Components & Equipment ",MMIS BERHAD,20210704
0113,MMSV,Yes,Technology Equipment ,MMS VENTURES BERHAD,20210704
0103,MNC,Yes,Telecommunications Equipment ,M N C WIRELESS BERHAD,20210704
6459,MNRB,No,Insurance ,MNRB HOLDINGS BERHAD,20210704
0229,MOBILIA,Yes,Household Goods ,MOBILIA HOLDINGS BERHAD,20210704
0156,MPAY,Yes,Software ,MANAGEPAY SYSTEMS BERHAD,20210704
6548,MPCORP,Yes,Property ,MALAYSIA PACIFIC CORPORATION BERHAD,20210704
5237,MPHBCAP,No,Insurance ,MPHB CAPITAL BERHAD,20210704
3867,MPI,Yes,Semiconductors ,MALAYSIAN PACIFIC INDUSTRIES BERHAD,20210704
03019,MPSOL,Yes,Consumer Services ,MATRIX PARKING SOLUTION HOLDINGS BERHAD,20210704
0070,MQTECH,Yes,Semiconductors ,MQ TECHNOLOGY BERHAD,20210704
1651,MRCB,Yes,Property ,MALAYSIAN RESOURCES CORPORATION BERHAD,20210704
5296,MRDIY,Yes,Retailers ,MR D.I.Y. GROUP (M) BERHAD,20210704
5916,MSC,No,Metals ,MALAYSIA SMELTING CORPORATION BERHAD,20210704
5202,MSM,Yes,Food & Beverages ,MSM MALAYSIA HOLDINGS BERHAD,20210704
5011,MSNIAGA,Yes,Digital Services ,MESINIAGA BERHAD,20210704
0213,MTAG,No,Industrial Services ,MTAG GROUP BERHAD,20210704
0092,MTOUCHE,No,Telecommunications Service Providers ,MTOUCHE TECHNOLOGY BERHAD,20210704
0043,MTRONIC,Yes,Industrial Services ,METRONIC GLOBAL BERHAD,20210704
3883,MUDA,Yes,Packaging Materials ,MUDA HOLDINGS BERHAD,20210704
5085,MUDAJYA,No,Construction ,MUDAJAYA GROUP BERHAD,20210704
9539,MUH,Yes,Property ,MULTI-USAGE HOLDINGS BERHAD,20210704
5703,MUHIBAH,Yes,Construction ,MUHIBBAH ENGINEERING (M) BHD,20210704
3891,MUIIND,No,"Travel, Leisure & Hospitality ",MALAYAN UNITED INDUSTRIES BERHAD,20210704
3913,MUIPROP,Yes,Property ,MUI PROPERTIES BERHAD,20210704
3905,MULPHA,No,"Travel, Leisure & Hospitality ",MULPHA INTERNATIONAL BERHAD,20210704
5087,MYCRON,Yes,Metals ,MYCRON STEEL BERHAD,20210704
0138,MYEG,Yes,Digital Services ,MY E.G. SERVICES BERHAD,20210704
0821EA,MYETFDJ,Yes,Equity Fund ,MYETF DOW JONES ISLAMIC MARKET MALAYSIA TITANS 25,20210704
0824EA,MYETFID,Yes,Equity Fund ,MYETF MSCI MALAYSIA ISLAMIC DIVIDEND,20210704
03010,MYKRIS,No,Telecommunications Service Providers ,MYKRIS INTERNATIONAL BERHAD,20210704
5275,MYNEWS,No,Retailers ,MYNEWS HOLDINGS BERHAD,20210704
0108,N2N,Yes,Software ,N2N CONNECT BERHAD,20210704
0206,NADIBHD,Yes,Construction ,GAGASAN NADI CERGAS BERHAD,20210704
5073,NAIM,Yes,Property ,NAIM HOLDINGS BERHAD,20210704
9806,NATWIDE,Yes,Transportation & Logistics Services ,NATIONWIDE EXPRESS HOLDINGS BERHAD,20210704
0235,NESTCON,Yes,Construction ,NESTCON BERHAD,20210704
4707,NESTLE,Yes,Food & Beverages ,NESTLE (MALAYSIA) BERHAD,20210704
0020,NETX,No,Software ,NETX HOLDINGS BERHAD,20210704
0096,NEXGRAM,Yes,Telecommunications Equipment ,NEXGRAM HOLDINGS BERHAD,20210704
7241,NGGB,Yes,Industrial Services ,NEXTGREEN GLOBAL BERHAD,20210704
7060,NHFATT,Yes,Automotive ,NEW HOONG FATT HOLDINGS BERHAD,20210704
7139,NICE,Yes,Personal Goods ,NICHE CAPITAL EMAS HOLDINGS BERHAD,20210704
7215,NIHSIN,Yes,Household Goods ,NI HSIN RESOURCES BERHAD,20210704
0083,NOTION,Yes,Technology Equipment ,NOTION VTEC BERHAD,20210704
0201,NOVA,No,Pharmaceuticals ,NOVA WELLNESS GROUP BERHAD,20210704
0026,NOVAMSC,Yes,Software ,NOVA MSC BERHAD,20210704
03045,NP,No,Digital Services ,NOVELPLUS TECHNOLOGY BERHAD,20210704
5047,NPC,Yes,Plantation ,NPC RESOURCES BERHAD,20210704
03006,NPS,Yes,Pharmaceuticals ,NOVA PHARMA SOLUTIONS BERHAD,20210704
2038,NSOP,No,Plantation ,NEGRI SEMBILAN OIL PALMS BERHAD,20210704
5066,NTPM,No,Household Goods ,NTPM HOLDINGS BERHAD,20210704
5025,NWP,Yes,Wood & Wood Products ,NWP HOLDINGS BERHAD,20210704
4944,NYLEX,Yes,Chemicals ,NYLEX (MALAYSIA) BERHAD,20210704
5533,OCB,Yes,Food & Beverages ,OCB BERHAD,20210704
0172,OCK,Yes,Telecommunications Service Providers ,OCK GROUP BERHAD,20210704
0049,OCNCASH,Yes,Personal Goods ,OCEANCASH PACIFIC BERHAD,20210704
7071,OCR,Yes,Construction ,OCR GROUP BERHAD,20210704
7107,OFI,Yes,Food & Beverages ,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,20210704
5827,OIB,Yes,Property ,ORIENTAL INTEREST BERHAD,20210704
7140,OKA,Yes,Building Materials ,OKA CORPORATION BHD,20210704
3018,OLYMPIA,No,"Travel, Leisure & Hospitality ",OLYMPIA INDUSTRIES BERHAD,20210704
9008,OMESTI,Yes,Digital Services ,OMESTI BHD,20210704
5298,OMH,No,Metals ,OM HOLDINGS LIMITED,20210704
0035,OPCOM,Yes,Telecommunications Equipment ,OPCOM HOLDINGS BERHAD,20210704
0040,OPENSYS,Yes,Software ,OPENSYS (M) BERHAD,20210704
0222,OPTIMAX,Yes,Health Care Providers ,OPTIMAX HOLDINGS BERHAD,20210704
4006,ORIENT,No,Automotive ,ORIENTAL HOLDINGS BERHAD,20210704
0079,ORION,Yes,Software ,ORION IXL BERHAD,20210704
5065,ORNA,Yes,Packaging Materials ,ORNAPAPER BERHAD,20210704
5053,OSK,No,Property ,OSK HOLDINGS BERHAD,20210704
0053,OSKVI,No,Other Financials ,OSK VENTURES INTERNATIONAL BERHAD,20210704
0153,OVERSEA,No,"Travel, Leisure & Hospitality ",OVERSEA ENTERPRISE BERHAD,20210704
0220,OVH,Yes,"Energy Infrastructure, Equipment & Services ",OCEAN VANTAGE HOLDINGS BERHAD,20210704
5260,OWG,Yes,"Travel, Leisure & Hospitality ",ONLY WORLD GROUP HOLDINGS BERHAD,20210704
6009,P&O,No,Insurance ,PACIFIC & ORIENT BERHAD,20210704
7225,PA,Yes,Metals ,P.A. RESOURCES BERHAD,20210704
7052,PADINI,Yes,Retailers ,PADINI HOLDINGS BERHAD,20210704
3719,PANAMY,No,Household Goods ,PANASONIC MANUFACTURING MALAYSIA BERHAD,20210704
8419,PANSAR,Yes,Building Materials ,PANSAR BERHAD,20210704
5125,PANTECH,Yes,Metals ,PANTECH GROUP HOLDINGS BERHAD,20210704
